Date,Iprec[mm/h],WindS[m/s],WindDir[deg],RelHum[%],AirT[C],SWglobal[W/m2],TauCloudiness[-]
19/07/2007 1:00,0,1.1,337.5,81,14.1,0,0.988583
19/07/2007 2:00,0,1.2,45,70,14.2,0,0.986952
19/07/2007 3:00,0,1.1,315,68,14.3,0,0.985321
19/07/2007 4:00,0,1.2,67.5,69,13.9,0,0.98369
19/07/2007 5:00,0,1.4,337.5,69,13.7,0,0.982058
19/07/2007 6:00,0,1.4,337.5,66,14.2,26,0.980427
19/07/2007 7:00,0,1.4,22.5,60,16.4,200,0.978796
19/07/2007 8:00,0,1.4,22.5,52,19.1,404,0.977165
19/07/2007 9:00,0,1.6,67.5,41,21.1,582,0.977165
19/07/2007 10:00,0,2.2,111.5,33,22.2,737,0.991793
19/07/2007 11:00,0,3,111.5,29,23.3,858,0.991793
19/07/2007 12:00,0,3,90,29,23.9,934,0.991793
19/07/2007 13:00,0,2.6,111.5,26,24.5,947,0.997223
19/07/2007 14:00,0,2.7,111.5,23,24.9,938,0.997223
19/07/2007 15:00,0,2.4,157.5,24,24.8,866,0.814766
19/07/2007 16:00,0,2.7,111.5,24,24.4,751,0.814766
19/07/2007 17:00,0,2.5,111.5,26,23,239,0.814766
19/07/2007 18:00,0,2,90,29,22,103,0.814766
19/07/2007 19:00,0,1.5,0,40,19.3,35,0.826773
19/07/2007 20:00,0,1.3,0,45,17.6,5,0.83878
19/07/2007 21:00,0,1.3,0,50,16.4,0,0.850788
19/07/2007 22:00,0,1.2,337.5,55,15.3,0,0.862795
19/07/2007 23:00,0,1.1,45,60,14.5,0,0.874802
20/07/2007 0:00,0,1.3,0,64,14.6,0,0.88681
20/07/2007 1:00,0,1.4,0,67,13.8,0,0.898817
20/07/2007 2:00,0,1.3,337.5,66,14.1,0,0.910824
20/07/2007 3:00,0,1.2,0,66,13.6,0,0.922832
20/07/2007 4:00,0,1.3,315,63,13.9,0,0.934839
20/07/2007 5:00,0,1.3,0,63,13.4,0,0.946846
20/07/2007 6:00,0,1.3,337.5,63,13.9,19,0.958854
20/07/2007 7:00,0,1.4,0,56,16.1,206,0.970861
20/07/2007 8:00,0,1.4,0,49,18.9,406,0.982868
20/07/2007 9:00,0,1.9,135,42,20.8,582,0.982868
20/07/2007 10:00,0,2.4,111.5,35,21.7,567,0.740468
20/07/2007 11:00,0,2.3,111.5,35,22.3,715,0.740468
20/07/2007 12:00,0,2.2,90,35,22.2,586,0.740468
20/07/2007 13:00,0,2.1,111.5,34,22.7,481,0.657452
20/07/2007 14:00,0,2.4,111.5,30,23.5,736,0.657452
20/07/2007 15:00,0,2.3,90,35,23,504,0.47396
20/07/2007 16:00,0,2.3,111.5,40,20.7,146,0.47396
20/07/2007 17:00,0,1.8,0,48,20.4,316,0.47396
20/07/2007 18:00,0,1.4,0,51,20,126,0.47396
20/07/2007 19:00,0,1.3,0,56,18.3,58,0.510006
20/07/2007 20:00,0,1.3,337.5,55,16.8,5,0.546052
20/07/2007 21:00,0,1.3,337.5,59,16,0,0.582098
20/07/2007 22:00,0,1.3,337.5,61,15.2,0,0.618144
20/07/2007 23:00,0,1.3,337.5,64,15,0,0.65419
21/07/2007 0:00,0,1.4,0,62,14.3,0,0.690236
21/07/2007 1:00,0,1.3,0,63,13.6,0,0.726282
21/07/2007 2:00,0,1.3,315,58,13.4,0,0.762328
21/07/2007 3:00,0,1.2,337.5,52,13.3,0,0.798375
21/07/2007 4:00,0,1.2,0,53,12.8,0,0.834421
21/07/2007 5:00,0,1,337.5,60,12.8,0,0.870467
21/07/2007 6:00,0,0.8,315,57,13.2,17,0.906513
21/07/2007 7:00,0,1.1,22.5,51,15.7,202,0.942559
21/07/2007 8:00,0,1.3,0,51,18.2,401,0.978605
21/07/2007 9:00,0,1.5,111.5,42,20.5,579,0.978605
21/07/2007 10:00,0,2.2,111.5,38,21.2,701,0.981143
21/07/2007 11:00,0,2.6,111.5,38,21.9,887,0.981143
21/07/2007 12:00,0,2.7,111.5,38,22.5,975,0.981143
21/07/2007 13:00,0,2.6,111.5,35,22.3,912,0.914271
21/07/2007 14:00,0,2.7,135,35,22.4,784,0.914271
21/07/2007 15:00,0,2.9,111.5,33,22,596,0.699019
21/07/2007 16:00,0,2.7,111.5,33,21.8,500,0.699019
21/07/2007 17:00,0,2.4,111.5,36,21.2,347,0.699019
21/07/2007 18:00,0,2.4,90,39,20.5,214,0.699019
21/07/2007 19:00,0,2.3,135,45,19.3,65,0.720518
21/07/2007 20:00,0,2.2,90,52,18.1,5,0.742017
21/07/2007 21:00,0,1.6,180,62,15.4,0,0.763515
21/07/2007 22:00,0,1.3,337.5,59,15.1,0,0.785014
21/07/2007 23:00,0,1.3,45,58,14.6,0,0.806512
22/07/2007 0:00,0,1.1,67.5,63,14.2,0,0.828011
22/07/2007 1:00,0,1.4,0,72,13,0,0.84951
22/07/2007 2:00,0,1.2,315,79,12.6,0,0.871008
22/07/2007 3:00,0,1.4,0,81,12,0,0.892507
22/07/2007 4:00,0,1.9,90,68,13.9,0,0.914006
22/07/2007 5:00,0,1.7,67.5,61,13.5,0,0.935504
22/07/2007 6:00,0,1.6,337.5,56,13.5,14,0.957003
22/07/2007 7:00,0,1.5,292.5,52,15.5,213,0.978501
22/07/2007 8:00,0,1.6,135,50,17.4,413,1
22/07/2007 9:00,0,1.9,111.5,44,18.4,591,1
22/07/2007 10:00,0,2.2,111.5,39,19.1,563,0.756551
22/07/2007 11:00,0,2.2,111.5,42,19.4,558,0.756551
22/07/2007 12:00,0,2.3,111.5,43,20.1,795,0.756551
22/07/2007 13:00,0,2.2,90,44,19.6,544,0.642148
22/07/2007 14:00,0,2.6,111.5,46,19.8,638,0.642148
22/07/2007 15:00,0,2.4,111.5,48,19.6,408,0.539341
22/07/2007 16:00,0,2.6,111.5,50,19.4,399,0.539341
22/07/2007 17:00,0,2.6,111.5,58,17.8,281,0.539341
22/07/2007 18:00,0,2.4,90,63,17.1,155,0.539341
22/07/2007 19:00,0,2.1,90,68,16.3,54,0.55339
22/07/2007 20:00,0,2,90,73,15.5,16,0.56744
22/07/2007 21:00,0,1.4,0,79,14,0,0.58149
22/07/2007 22:00,0,1.1,22.5,86,12.7,0,0.59554
22/07/2007 23:00,0,1,45,89,12,0,0.609589
23/07/2007 0:00,0,1,0,90,11.5,0,0.623639
23/07/2007 1:00,0,1.3,22.5,92,10.8,0,0.637689
23/07/2007 2:00,0,1.3,0,91,10.5,0,0.651739
23/07/2007 3:00,0,1.2,45,91,10.1,0,0.665788
23/07/2007 4:00,0,1.1,22.5,90,9.2,0,0.679838
23/07/2007 5:00,0,1.1,0,88,9.1,0,0.693888
23/07/2007 6:00,0,1.1,0,86,9.5,19,0.707938
23/07/2007 7:00,0,1.3,0,76,12.6,202,0.721988
23/07/2007 8:00,0,1.1,135,68,14.4,349,0.736037
23/07/2007 9:00,0,1.8,135,66,15.1,356,0.736037
23/07/2007 10:00,0,2.3,111.5,57,16.9,673,0.898924
23/07/2007 11:00,0,2.5,111.5,47,18.4,830,0.898924
23/07/2007 12:00,0,2.2,111.5,40,19.5,748,0.898924
23/07/2007 13:00,0,2.6,111.5,45,18.6,403,0.573886
23/07/2007 14:00,0,2.4,111.5,47,19.1,649,0.573886
23/07/2007 15:00,0,2.4,90,44,19.6,814,0.896058
23/07/2007 16:00,0,2.6,111.5,45,19.3,718,0.896058
23/07/2007 17:00,0,2.3,111.5,46,18.6,363,0.896058
23/07/2007 18:00,0,2.4,45,49,17.6,84,0.896058
23/07/2007 19:00,0,2.7,111.5,43,17.8,35,0.871068
23/07/2007 20:00,0,2.6,90,59,15.7,3,0.846079
23/07/2007 21:00,0,1.5,337.5,67,14.1,0,0.821089
23/07/2007 22:00,0,1.6,45,72,13.2,0,0.796099
23/07/2007 23:00,0,1.3,0,75,12.6,0,0.77111
24/07/2007 0:00,0,1.2,337.5,76,12.2,0,0.74612
24/07/2007 1:00,0,1.2,22.5,78,11.6,0,0.72113
24/07/2007 2:00,0,1.3,315,81,11.2,0,0.696141
24/07/2007 3:00,0,1.2,337.5,80,11.1,0,0.671151
24/07/2007 4:00,0,1.3,315,80,10.6,0,0.646162
24/07/2007 5:00,0,1.3,315,82,10.4,0,0.621172
24/07/2007 6:00,0,1.2,90,83,10.1,30,0.596182
24/07/2007 7:00,0,1.2,22.5,71,12.9,187,0.571193
24/07/2007 8:00,0,1.7,135,69,13.3,169,0.546203
24/07/2007 9:00,0,2.2,90,60,15.3,392,0.546203
24/07/2007 10:00,0,2.3,111.5,53,16.5,453,0.74962
24/07/2007 11:00,0,2.3,111.5,49,17.6,594,0.74962
24/07/2007 12:00,0,2.5,111.5,41,19.4,863,0.74962
24/07/2007 13:00,0,2.8,292.5,36,18.3,600,0.594749
24/07/2007 14:00,0.2,2.4,315,43,18,502,0.594749
24/07/2007 15:00,3.6,2.8,67.5,54,14.1,59,0.415716
24/07/2007 16:00,1.4,2.1,45,84,9.2,120,0.415716
24/07/2007 17:00,0,1.7,225,71,12.1,544,0.415716
24/07/2007 18:00,0,1.6,270,65,12.7,293,0.415716
24/07/2007 19:00,0,1.7,337.5,77,10.3,24,0.457451
24/07/2007 20:00,0,1.4,315,79,9.3,3,0.499185
24/07/2007 21:00,0,1.3,337.5,79,8.7,0,0.54092
24/07/2007 22:00,0,1.3,315,77,8.5,0,0.582655
24/07/2007 23:00,0,1.5,247.5,73,8.6,0,0.624389
25/07/2007 0:00,0,1.5,315,75,8.2,0,0.666124
25/07/2007 1:00,0,1.4,270,74,8.4,0,0.707858
25/07/2007 2:00,0,1.3,315,75,8,0,0.749593
25/07/2007 3:00,0,1.4,0,75,7.6,0,0.791327
25/07/2007 4:00,0,1.2,315,74,7.6,0,0.833062
25/07/2007 5:00,0,1.4,315,73,7.3,0,0.874796
25/07/2007 6:00,0,1.7,337.5,68,8.1,9,0.916531
25/07/2007 7:00,0,1.7,0,62,9.9,216,0.958265
25/07/2007 8:00,0,1.5,0,45,13.2,429,1
25/07/2007 9:00,0,1.5,22.5,42,14.1,614,1
25/07/2007 10:00,0,1.9,337.5,40,14.9,771,1
25/07/2007 11:00,0,2.1,337.5,41,16.2,891,1
25/07/2007 12:00,0,1.9,90,36,17.5,961,1
25/07/2007 13:00,0,1.8,315,30,18.4,988,1
25/07/2007 14:00,0,1.6,315,31,19.3,957,1
25/07/2007 15:00,0,2,270,28,20.3,879,1
25/07/2007 16:00,0,2.3,247.5,23,20.5,753,1
25/07/2007 17:00,0,2,45,22,20.7,584,1
25/07/2007 18:00,0,1.9,67.5,38,18.5,303,1
25/07/2007 19:00,0,2,45,58,15.7,17,1
25/07/2007 20:00,0,1.4,22.5,70,13.1,3,1
25/07/2007 21:00,0,1.2,45,78,11.7,0,1
25/07/2007 22:00,0,1.2,0,82,10.8,0,1
25/07/2007 23:00,0,1,22.5,84,10.3,0,1
26/07/2007 0:00,0,1,22.5,86,10,0,1
26/07/2007 1:00,0,0.9,337.5,86,9.9,0,1
26/07/2007 2:00,0,1.2,22.5,86,9.6,0,1
26/07/2007 3:00,0,0.9,0,87,9.1,0,1
26/07/2007 4:00,0,1.1,337.5,88,9.1,0,1
26/07/2007 5:00,0,1.1,337.5,90,9.1,0,1
26/07/2007 6:00,0,0.9,0,89,9.4,12,1
26/07/2007 7:00,0,1.4,22.5,78,12,209,1
26/07/2007 8:00,0,1.3,135,66,14.2,450,1
26/07/2007 9:00,0,1.7,135,62,15.2,605,1
26/07/2007 10:00,0,1.7,135,55,16.8,757,0.995973
26/07/2007 11:00,0,2,111.5,49,18.2,880,0.995973
26/07/2007 12:00,0,2,135,46,19.1,905,0.995973
26/07/2007 13:00,0,2,111.5,44,19.8,931,0.998657
26/07/2007 14:00,0,2.1,135,41,20.4,987,0.998657
26/07/2007 15:00,0,1.9,111.5,41,20.8,887,1
26/07/2007 16:00,0,2.2,225,35,21.6,798,1
26/07/2007 17:00,0,2.3,337.5,42,20.5,568,1
26/07/2007 18:00,0,2.1,90,54,18.1,181,1
26/07/2007 19:00,0,1.6,90,65,16.2,30,0.999408
26/07/2007 20:00,0,1.2,0,76,14,5,0.998817
26/07/2007 21:00,0,1.2,22.5,81,12.8,0,0.998225
26/07/2007 22:00,0,1,0,83,12.1,0,0.997633
26/07/2007 23:00,0,1,0,86,11.5,0,0.997042
27/07/2007 0:00,0,1.2,315,85,11.6,0,0.99645
27/07/2007 1:00,0,1.1,337.5,83,11.5,0,0.995858
27/07/2007 2:00,0,1,0,81,11.9,0,0.995266
27/07/2007 3:00,0,1.1,315,78,12.5,0,0.994675
27/07/2007 4:00,0,1.4,292.5,78,12.2,0,0.994083
27/07/2007 5:00,0,1.2,292.5,80,12,0,0.993491
27/07/2007 6:00,0,1.3,292.5,79,12.2,14,0.9929
27/07/2007 7:00,0,1.4,337.5,70,14.6,188,0.992308
27/07/2007 8:00,0,1.9,0,63,16.6,389,0.991716
27/07/2007 9:00,0,1.7,111.5,55,18.7,570,0.991716
27/07/2007 10:00,0,1.9,135,50,19.7,769,0.88383
27/07/2007 11:00,0,2,135,46,20.6,723,0.88383
27/07/2007 12:00,0,2.1,135,44,21.3,723,0.88383
27/07/2007 13:00,0,2,111.5,45,21,537,0.510959
27/07/2007 14:00,0,1.8,111.5,46,21,396,0.510959
27/07/2007 15:00,0,2,111.5,47,21.5,533,0.389983
27/07/2007 16:00,0,1.9,111.5,53,20.2,174,0.389983
27/07/2007 17:00,0,1.8,90,57,19.7,127,0.389983
27/07/2007 18:00,0,1.8,67.5,64,18.6,75,0.389983
27/07/2007 19:00,0,1.4,90,70,17.5,38,0.417708
