date,WindV,WindD,relH,AirT,rad
151019870730,11.3,225.999999,93,-4.4,8.333
151019870830,11.5,226.000002,93,-4.3,50
151019870930,11.5,226.000002,93,-4.2,122.222
151019871030,11.6,226.000001,93,-4,177.778
151019871130,11.7,226.000001,94,-3.7,175
151019871230,11.8,226,94,-3.5,169.444
151019871330,12.299999,225,95,-2.5,197.222
151019871430,12,226.000003,95,-3.1,150
151019871530,12.1,226.000002,95,-2.9,108.333
151019871630,12.1,226.000002,95,-2.8,52.778
151019871730,12.2,226.000002,96,-2.8,0
151019871830,12.299999,225,97,-2.6,0
151019871930,12.2,226.000002,96,-2.7,0
151019872030,12.2,226.000002,96,-2.7,0
151019872130,12.2,226.000002,96,-2.7,0
151019872230,12.2,226.000002,96,-2.7,0
151019872330,12.2,226.000002,96,-2.7,0
161019870030,12.2,226.000002,96,-2.7,0
161019870130,12.2,226.000002,96,-2.7,0
161019870230,12.2,226.000002,96,-2.5,0
161019870330,12.2,226.000002,96,-2.1,0
161019870430,12.2,226.000002,96,-1.5,0
161019870530,12.2,226.000002,96,-1,0
161019870630,12.299999,225,96,1.1,0
161019870730,12.2,226.000002,96,-0.2,22.222
161019870830,12.2,226.000002,96,0.1,125
161019870930,11.8,228.000001,96,0.2,258.333
161019871030,10.7,232.999999,96,0.4,336.111
161019871130,9.1,239.999999,96,0.7,375
161019871230,7.8,246,96,1,372.222
161019871330,2.4,270,95,2,322.222
161019871430,5.599999,254,95,1.4,244.444
161019871530,4.9,253.000003,94,1.6,186.111
161019871630,4.7,247.999999,93,1.7,72.222
161019871730,4.6,243.000003,92,1.7,0
161019871830,4.3,225,89,2,0
161019871930,4.5,236,91,1.8,0
161019872030,4.5,233.999993,91,1.8,0
161019872130,4.5,233.999993,91,1.8,0
161019872230,4.5,233.999993,91,1.8,0
161019872330,4.5,233.999993,91,1.8,0
171019870030,4.5,233.999993,91,1.8,0
171019870130,4.5,233.999993,91,1.8,0
171019870230,4.5,236,90,1.8,0
171019870330,4.5,239.999998,87,1.9,0
171019870430,4.4,246.000003,83,2.1,0
171019870530,4.4,251,79,2.3,0
171019870630,4.3,270,65,2.9,0
171019870730,4.399999,258.000004,74,2.5,50
171019870830,4.4,260,72,2.6,161.111
171019870930,4.5,259.000005,73,2.6,227.778
171019871030,4.7,254.999993,75,2.6,244.444
171019871130,5.1,248.999994,79,2.6,475
171019871230,5.4,244.000003,82,2.6,577.778
171019871330,6.699999,225,95,2.6,536.111
171019871430,5.7,235.999995,88,2.5,325
171019871530,5.3,232.999995,90,2.2,269.444
171019871630,4.4,230.999995,92,1.8,77.778
171019871730,3.7,229.999997,93,1.4,0
171019871830,0.799999,225,98,0,0
171019871930,2.600001,228,95,0.9,0
171019872030,2.2,227.000005,96,0.7,0
171019872130,2.2,227.000005,96,0.7,0
171019872230,2.2,227.000005,96,0.7,0
171019872330,2.2,227.000005,96,0.7,0
181019870030,2.2,227.000005,96,0.7,0
181019870130,2.2,227.000005,96,0.7,0
181019870230,2.3,218.999997,96,0.3,0
181019870330,2.499999,198.999995,96,-0.5,0
181019870430,2.9,100.999998,96,-1.8,0
181019870530,3.200001,125.000001,96,-2.9,0
181019870630,4.3,45,97,-7.2,0
181019870730,3.6,164.000007,96,-4.6,2.778
181019870830,3.7,175.999999,96,-5.1,44.444
181019870930,3.8,165.000005,96,-5.2,127.778
181019871030,3.8,135.999995,96,-5.4,169.444
181019871130,3.9,90.999994,97,-5.6,263.889
181019871230,4,214.000007,97,-5.8,275
181019871330,4.3,0,98,-6.7,294.444
181019871430,4.1,354.999993,97,-6.2,222.222
181019871530,4.2,330.000002,98,-6.3,244.444
181019871630,4.2,317.000005,98,-6.3,133.333
181019871730,4.2,307.999999,98,-6.3,0
181019871830,4.3,0,99,-6.4,0
181019871930,4.2,293.000005,98,-6.3,0
181019872030,4.2,288.999997,98,-6.3,0
181019872130,4.2,287.999997,98,-6.3,0
181019872230,4.2,287.999997,98,-6.3,0
181019872330,4.2,287.999997,98,-6.3,0
191019870030,4.2,287.999997,98,-6.3,0
191019870130,4.2,287.999997,98,-6.3,0
191019870230,4.1,300.999998,98,-6.2,0
191019870330,3.9,332.999996,98,-5.9,0
191019870430,3.6,247.999997,98,-5.6,0
191019870530,3.4,207.999994,98,-5.3,0
191019870630,2.4,45,98,-4,0
191019870730,3,124.999997,98,-4.8,19.444
191019870830,2.9,144.999995,98,-4.6,172.222
191019870930,2.800001,138.000002,96,-4.6,336.111
191019871030,2.6,116.999994,92,-4.6,461.111
191019871130,2.2,186.00001,86,-4.6,497.222
191019871230,1.9,210.999989,81,-4.5,575
191019871330,0.799999,315,60,-4.4,575
191019871430,1.5,254.000006,72,-4.4,486.111
191019871530,1.3,358.000015,67,-4.2,319.444
191019871630,1.2,348.999994,62,-4,208.333
191019871730,1.1,341.999982,59,-3.8,0
191019871830,0.799999,315,45,-2.9,0
191019871930,1.000001,331.999989,54,-3.4,0
191019872030,1,328.999995,52,-3.3,0
191019872130,1,328.00001,52,-3.3,0
191019872230,1,328.00001,52,-3.3,0
191019872330,1,328.00001,52,-3.3,0
201019870030,1,328.00001,52,-3.3,0
201019870130,1,328.00001,52,-3.3,0
201019870230,1,327.000015,52,-3.1,0
201019870330,1,326.000009,51,-2.6,0
201019870430,0.9,323.999975,49,-1.9,0
201019870530,0.9,322.000029,48,-1.3,0
201019870630,0.799999,315,42,1.2,0
201019870730,0.9,319.000022,46,-0.3,19.444
201019870830,0.9,317.999964,45,0,147.222
201019870930,0.9,319.999993,44,0.2,316.667
201019871030,0.9,323.999975,42,0.6,438.889
201019871130,0.9,330.999989,40,1,522.222
201019871230,0.9,336.999992,38,1.3,563.889
201019871330,0.8,270,29,2.4,525
201019871430,1.1,347.000007,35,1.7,486.111
201019871530,1.7,350.999985,35,1.7,350
201019871630,2.7,353.000006,37,1.6,127.778
201019871730,3.5,353.999994,39,1.4,0
201019871830,6.7,270,45,0.9,0
201019871930,4.7,356.000005,41,1.2,0
201019872030,5.1,357.000004,42,1.1,0
201019872130,5.1,357.000004,42,1.1,0
201019872230,5.1,357.000004,42,1.1,0
201019872330,5.1,357.000004,42,1.1,0
211019870030,5.1,357.000004,42,1.1,0
211019870130,5.1,357.000004,42,1.1,0
211019870230,5,354.999996,43,1.1,0
211019870330,4.7,350.999999,46,1.2,0
211019870430,4.2,343.999998,50,1.3,0
211019870530,3.9,337.999996,53,1.4,0
211019870630,2.4,315,67,1.8,0
211019870730,3.3,328.999994,59,1.6,19.444
211019870830,3.1,325.999995,60,1.6,158.333
211019870930,3.1,337.000008,62,1.5,305.556
211019871030,3,265.000004,64,1.4,422.222
211019871130,2.9,222.000003,68,1.1,475
211019871230,2.8,186.999997,71,0.9,483.333
211019871330,2.4,45,85,0,508.333
211019871430,2.6,141.999998,77,0.5,283.333
211019871530,2.6,165.999999,79,0.2,305.556
211019871630,2.5,179,79,-0.1,144.444
211019871730,2.5,81.999994,80,-0.4,0
211019871830,2.4,45,81,-1.4,0
211019871930,2.5,68.000013,80,-0.8,0
211019872030,2.5,63.000002,80,-0.9,0
211019872130,2.5,63.000002,80,-0.9,0
211019872230,2.5,63.000002,80,-0.9,0
211019872330,2.5,63.000002,80,-0.9,0
221019870030,2.5,63.000002,80,-0.9,0
221019870130,2.5,63.000002,80,-0.9,0
221019870230,2.8,70.000005,81,-1,0
221019870330,3.5,88.000004,83,-1.2,0
221019870430,4.7,155,86,-1.5,0
221019870530,5.6,134,88,-1.7,0
221019870630,9.3,225,98,-2.6,0
221019870730,7,98.999998,92,-2.1,8.333
221019870830,7.5,181,93,-2.2,63.889
221019870930,7.3,183.999998,94,-2.2,97.222
221019871030,6.7,189.000001,94,-2.1,130.556
221019871130,5.9,194.999998,95,-1.9,222.222
221019871230,5.2,200.999997,96,-1.8,244.444
221019871330,2.4,225,100,-1.2,122.222
221019871430,4,210.999998,98,-1.6,161.111
221019871530,3.5,215.000008,98,-1.5,94.444
221019871630,3.3,217.000008,99,-1.6,58.333
221019871730,3.099999,219.000003,99,-1.6,0
221019871830,2.4,225,100,-1.7,0
221019871930,2.8,220.999993,99,-1.6,0
221019872030,2.7,222.000006,99,-1.6,0
221019872130,2.7,222.000006,99,-1.6,0
221019872230,2.7,222.000006,99,-1.6,0
221019872330,2.7,222.000006,99,-1.6,0
231019870030,2.7,222.000006,99,-1.6,0
231019870130,2.7,222.000006,99,-1.6,0
231019870230,2.9,222.000003,99,-1.6,0
231019870330,3.3,221.999999,99,-1.7,0
231019870430,4,222.999993,99,-1.9,0
231019870530,4.500001,223.000001,99,-2.1,0
231019870630,6.699999,225,98,-2.7,0
231019870730,5.4,223.999998,99,-2.3,2.778
231019870830,5.6,224,99,-2.4,83.333
231019870930,5.8,224.000002,99,-2.4,94.444
231019871030,6.2,223.999999,99,-2.3,108.333
231019871130,6.8,223.999998,99,-2.1,163.889
231019871230,7.3,223.999997,99,-2,169.444
231019871330,9.3,225,99,-1.5,125
231019871430,8,231.000002,99,-1.8,105.556
231019871530,8.1,244.999999,99,-1.6,44.444
231019871630,7.8,268,98,-1.5,8.333
231019871730,7.6,344,98,-1.4,0
231019871830,6.7,0,97,-1,0
231019871930,7.2,315,98,-1.2,0
231019872030,7.1,305.999996,98,-1.2,0
231019872130,7.100001,305,98,-1.2,0
231019872230,7.100001,305,98,-1.2,0
231019872330,7.1,305.999996,98,-1.2,0
241019870030,7.100001,305,98,-1.2,0
241019870130,7.100001,305,98,-1.2,0
241019870230,7.1,304.000002,97,-1.3,0
241019870330,7,299.999999,95,-1.6,0
241019870430,7,294.000004,92,-2,0
241019870530,6.9,288.999998,90,-2.3,0
241019870630,6.7,0,80,-3.6,5.556
241019870730,6.8,281.999995,86,-2.8,133.333
241019870830,6.8,280.000003,85,-3,291.667
241019870930,6.8,285.000003,84,-2.9,425
241019871030,6.8,298.999997,83,-2.6,516.667
241019871130,6.8,319.999997,80,-2.2,544.444
241019871230,6.8,336.000001,78,-1.9,533.333
241019871330,6.699999,225,70,-0.6,472.222
241019871430,6.6,264.999999,74,-1.4,363.889
241019871530,6.4,252.999998,72,-1.3,188.889
241019871630,6,246.999998,69,-1.4,47.222
241019871730,5.7,242.999998,67,-1.5,0
241019871830,4.3,225,60,-2,0
241019871930,5.1,236.000001,64,-1.7,0
241019872030,5,234.000003,63,-1.8,0
241019872130,5,234.000003,63,-1.8,0
241019872230,5,234.000003,63,-1.8,0
241019872330,5,234.000003,63,-1.8,0
251019870030,5,234.000003,63,-1.8,0
251019870130,5,234.000003,63,-1.8,0
251019870230,4.9,233.999996,64,-1.8,0
251019870330,4.6,232.999998,67,-1.9,0
251019870430,4.2,230.999996,72,-2.1,0
251019870530,3.8,230,76,-2.3,0
251019870630,2.4,225,93,-2.9,0
251019870730,3.3,228.000001,83,-2.5,19.444
251019870830,3.1,226.999993,85,-2.6,72.222
251019870930,3.1,229.000004,86,-2.6,116.667
251019871030,3.3,234.000004,87,-2.5,197.222
251019871130,3.5,240.999995,90,-2.3,258.333
251019871230,3.6,246.999998,92,-2.2,177.778
251019871330,4.3,270,100,-1.6,233.333
251019871430,3.8,256.999999,94,-2,188.889
251019871530,3.7,260.999993,93,-1.9,138.889
251019871630,3.500001,262.999996,89,-2,44.444
251019871730,3.3,263.999998,86,-2,0
251019871830,2.4,270,74,-2.2,0
251019871930,2.9,265.999996,81,-2.1,0
251019872030,2.8,266.999994,80,-2.1,0
251019872130,2.8,266.999994,80,-2.1,0
251019872230,2.8,266.999994,80,-2.1,0
251019872330,2.8,266.999994,80,-2.1,0
261019870030,2.8,266.999994,80,-2.1,0
261019870130,2.8,266.999994,80,-2.1,0
261019870230,2.9,264.999994,81,-2.1,0
261019870330,3,261.000007,83,-2,0
261019870430,3.3,254.000007,86,-1.8,0
261019870530,3.5,247.999998,89,-1.7,0
261019870630,4.3,225,100,-1.2,2.778
261019870730,3.8,238.999998,93,-1.5,50
261019870830,3.9,236.000008,94,-1.4,119.444
261019870930,3.7,225,95,-1.4,133.333
261019871030,3.3,199.99999,95,-1.3,205.556
261019871130,2.6,108.999998,96,-1.1,288.889
261019871230,2.1,141.000004,97,-1,383.333
261019871330,0,90,100,-0.4,222.222
261019871430,1.5,86.999997,98,-0.7,172.222
261019871530,1.9,174.999998,98,-0.6,88.889
261019871630,2.8,142.000001,98,-0.5,11.111
261019871730,3.6,113.999999,98,-0.4,0
261019871830,6.7,270,98,-0.2,0
261019871930,4.800001,200.000002,98,-0.3,0
261019872030,5.2,214.000001,98,-0.3,0
261019872130,5.2,214.999993,98,-0.3,0
261019872230,5.2,214.999993,98,-0.3,0
261019872330,5.2,214.000001,98,-0.3,0
271019870030,5.2,214.999993,98,-0.3,0
271019870130,5.2,214.999993,98,-0.3,0
271019870230,5.3,218.999997,97,-0.2,0
271019870330,5.4,230.000001,95,0,0
271019870430,5.7,247.000005,92,0.4,0
271019870530,5.9,260.000003,90,0.7,0
271019870630,6.699999,315,80,1.4,2.778
271019870730,6.2,348.999999,86,1,63.889
271019870830,6.3,342,85,1.1,227.778
271019870930,6.3,340.000001,84,1.2,369.444
271019871030,6.4,337.000002,81,1.4,447.222
271019871130,6.4,333.000003,77,1.8,483.333
271019871230,6.499999,329.000002,74,2.1,469.444
271019871330,6.699999,315,61,3.4,408.333
271019871430,6.4,323,68,2.6,283.333
271019871530,6,321.000004,66,2.8,125
271019871630,5.3,320.000006,64,2.8,25
271019871730,4.7,319.000004,63,2.9,0
271019871830,2.4,315,57,3,0
271019871930,3.8,316.999997,61,2.9,0
271019872030,3.5,317.000004,60,2.9,0
271019872130,3.5,317.000004,60,2.9,0
271019872230,3.5,317.000004,60,2.9,0
271019872330,3.5,317.000004,60,2.9,0
281019870030,3.5,317.000004,60,2.9,0
281019870130,3.5,317.000004,60,2.9,0
281019870230,3.5,317.000004,60,2.9,0
281019870330,3.6,316.999998,61,2.8,0
281019870430,3.7,315.999997,61,2.7,0
281019870530,3.8,315.999995,62,2.7,0
281019870630,4.3,315,64,2.4,0
281019870730,4,316.000003,63,2.6,44.444
281019870830,4.1,316.000001,63,2.6,241.667
281019870930,4,316.000003,62,2.6,377.778
281019871030,3.8,315.999995,60,2.6,438.889
281019871130,3.5,316,57,2.7,483.333
281019871230,3.3,315.999991,55,2.7,486.111
281019871330,2.4,315,45,2.8,422.222
281019871430,2.9,314.000002,52,2.6,305.556
281019871530,2.8,308.999995,52,2.4,113.889
281019871630,2.7,301,54,2,22.222
281019871730,2.6,294.999993,56,1.7,0
281019871830,2.4,0,63,0.4,0
281019871930,2.500001,285.000006,59,1.2,0
281019872030,2.5,281.999995,60,1,0
281019872130,2.5,281.999995,60,1,0
281019872230,2.5,281.999995,60,1,0
281019872330,2.5,281.999995,60,1,0
291019870030,2.5,281.999995,60,1,0
291019870130,2.5,281.999995,60,1,0
291019870230,2.4,281.000011,61,1,0
291019870330,2.2,280,64,0.9,0
291019870430,1.9,278.000005,68,0.8,0
291019870530,1.7,275.999988,72,0.7,0
291019870630,0.8,0,86,0.3,0
291019870730,1.3,273.999983,77,0.5,58.333
291019870830,4.5,331.000005,79,0.7,202.778
291019870930,4.4,346.000004,80,0.9,375
291019871030,4.1,348.999997,82,1.1,461.111
291019871130,3.9,355.000005,85,1.3,505.556
291019871230,3.9,262,88,1.3,502.778
291019871330,6.699999,225,98,-0.4,344.444
291019871430,3.7,260.000005,91,1.3,247.222
291019871530,3.5,351.999997,91,1.1,150
291019871630,3.3,356.000006,89,0.9,22.222
291019871730,3.1,335.999994,87,0.8,0
291019871830,6.699999,225,81,-0.5,0
291019871930,3.2,260.000004,85,0.3,0
291019872030,3,262.000005,84,0.2,0
291019872130,3,264.000008,84,0.2,0
291019872230,2.9,267.999991,84,0.2,0
291019872330,2.9,265.999996,84,0.2,0
301019870030,2.9,312.000003,84,0.2,0
301019870130,2.8,328.000003,84,0.2,0
301019870230,2.799999,312.999999,84,0.1,0
301019870330,3,322.000003,85,-0.1,0
301019870430,3.1,319.999997,85,-0.1,0
301019870530,3,317.999991,86,-0.1,0
301019870630,2.4,225,88,-1.5,0
301019870730,2.8,342.999994,87,-0.1,91.667
301019870830,4,312.999993,87,-0.1,247.222
301019870930,3.8,352.999992,87,0.2,358.333
301019871030,3.2,357.000002,87,0.5,411.111
301019871130,3.2,267.000002,88,0.6,394.444
301019871230,3.3,234.000004,88,0.5,238.889
301019871330,0.799999,45,90,-1.2,205.556
301019871430,3.1,245.999994,89,0.3,136.111
301019871530,3,341.00001,91,-0.1,69.444
301019871630,2.7,259.000004,93,-0.3,33.333
301019871730,2.6,337.000002,94,-0.5,0
301019871830,0.799999,45,100,-2.4,0
301019871930,2.9,199.000006,96,-1.4,0
301019872030,2.8,198.00001,97,-1.5,0
301019872130,2.8,202.999994,97,-1.5,0
301019872230,2.6,211.999999,97,-1.5,0
301019872330,2.5,206.999998,97,-1.4,0
311019870030,2.5,307.000005,97,-1.4,0
311019870130,2.4,350.999993,97,-1.5,0
311019870230,2.4,309.99999,97,-1.6,0
311019870330,2.8,342.999994,97,-2,0
311019870430,2.8,342.999994,97,-2,0
311019870530,2.5,342.000009,97,-2,0
311019870630,0.799999,315,98,-3.5,2.778
311019870730,2.1,245.000005,97,-2,66.667
311019870830,3.4,308.999999,97,-1.6,238.889
311019870930,3.2,258.000006,95,-1.2,327.778
311019871030,2.5,243.999996,91,-0.8,438.889
311019871130,2.5,246.999995,85,-0.7,275
311019871230,2.7,194,80,-1,297.222
311019871330,0.799999,315,60,-2.1,319.444
311019871430,2.600001,225,73,-1.3,255.556
311019871530,2.5,330.999998,73,-1.8,136.111
311019871630,2.2,236.000013,76,-2.1,27.778
311019871730,2.2,348.999996,79,-2.3,0
311019871830,2.4,315,90,-3.4,0
311019871930,2.800001,126,83,-3.4,0
311019872030,2.9,129.000002,84,-3.4,0
311019872130,3.1,124.000005,84,-3.4,0
311019872230,2.8,121.999997,84,-3.3,0
311019872330,2.7,125.999995,84,-3.2,0
11119870030,2.6,324.999991,84,-3.2,0
11119870130,2.6,230.000003,84,-3.2,0
11119870230,2.4,329.000014,82,-3.3,0
11119870330,2.9,237.000007,78,-3.7,0
11119870430,2.7,235.000012,72,-3.8,0
11119870530,2.4,235.00001,67,-3.8,0
11119870630,4.3,315,47,-2,0
11119870730,1.8,208,59,-3.7,55.556
11119870830,3.5,280.999993,57,-0.3,188.889
11119870930,3.3,283.999995,56,0.7,294.444
11119871030,1.599999,295,56,1.6,419.444
11119871130,2,311.999989,56,1.6,494.444
11119871230,2.5,233.999996,55,0.8,477.778
11119871330,2.4,240,54,0.2,411.111
11119871430,2.8,244.000001,55,-0.2,266.667
11119871530,2.7,255.00001,57,-1.1,113.889
11119871630,1.9,268.000002,59,-1.4,16.667
11119871730,1.2,268.000019,61,-1.7,0
11119871830,0.6,270.999957,68,-3.7,0
11119871930,3.1,27.000009,64,-4.5,0
11119872030,2.1,19.999988,65,-4.5,0
11119872130,1.5,39.000011,65,-4.5,0
11119872230,1.1,72.99999,65,-4.2,0
11119872330,0.7,50.000015,65,-4.4,0
21119870030,0.9,284.000021,65,-4.4,0
21119870130,0.6,297.999985,65,-4.7,0
21119870230,0.9,299.000011,66,-5.1,0
21119870330,2.6,270.999994,70,-6.4,0
21119870430,3.2,278.999994,75,-6.4,0
21119870530,2.4,281.000011,80,-6.6,0
21119870630,3,270.999996,98,-7.1,0
21119870730,1.3,27.000023,87,-6.6,47.222
21119870830,1.9,273.99999,89,-6.8,130.556
21119870930,1.1,3.999995,90,-6.8,127.778
21119871030,0.8,5.000027,91,-6.5,125
21119871130,1.1,6.999984,92,-6.4,300
21119871230,1,12.999998,93,-6.4,222.222
21119871330,1.4,6.000005,98,-6.5,291.667
21119871430,0.8,10.999983,95,-6.5,233.333
21119871530,0.8,281.999976,95,-6.9,50
21119871630,1,1.999971,94,-7.3,11.111
21119871730,1.3,271.999985,93,-7.4,0
21119871830,1.1,0,90,-7.5,0
21119871930,0.5,17.000029,92,-7.4,0
21119872030,0.5,7.000038,92,-7.7,0
21119872130,0.9,4.000009,92,-8.2,0
21119872230,0.3,5.00006,92,-8.4,0
21119872330,1.1,12.999993,92,-8,0
31119870030,0.5,273.999973,92,-8,0
31119870130,0.6,5.999994,92,-8,0
31119870230,0.5,272.00003,92,-8.1,0
31119870330,0.5,2.00003,92,-8.1,0
31119870430,0.5,0.999976,92,-7.8,0
31119870530,0.5,3.000001,92,-7.4,0
31119870630,0.4,277.000045,93,-7.6,0
31119870730,0.3,276.000079,92,-7.5,36.111
31119870830,0.8,290.999985,92,-7.4,113.889
31119870930,1.3,270.999994,92,-6.9,188.889
31119871030,0.6,302.000029,92,-6.6,233.333
31119871130,0.4,292.999937,92,-6.4,241.667
31119871230,0.6,8.000011,92,-7.5,233.333
31119871330,1,3.000001,93,-7.2,230.556
31119871430,0.5,275.000018,93,-6.8,150
31119871530,0.8,275.000027,93,-8,63.889
31119871630,1,273.000001,94,-8.9,11.111
31119871730,3.2,4.000005,95,-8.6,0
31119871830,2.5,9.999991,97,-8.5,0
31119871930,5.4,35.000002,96,-10.6,0
31119872030,11,35.000002,96,-9.6,0
31119872130,13.7,27.000001,96,-8.1,0
31119872230,13.7,27.999999,96,-8,0
31119872330,10.8,42.000002,96,-7.2,0
41119870030,10,38.999999,96,-6.9,0
41119870130,10.7,38.999999,96,-5.6,0
41119870230,8.2,37,93,-5.9,0
41119870330,7.7,28.000001,86,-5.4,0
41119870430,4,17.000003,76,-6.9,0
41119870530,3.1,8.000007,67,-7.5,0
41119870630,2.4,6.999989,33,-7.4,0
41119870730,2.3,5.999989,54,-5.8,86.111
41119870830,2.3,8.999994,50,-5.1,241.667
41119870930,1.9,0,49,-4.5,366.667
41119871030,2.5,8.000006,49,-4.6,450
41119871130,1.8,270.999989,48,-5,488.889
41119871230,1.6,286.000005,47,-4.3,475
41119871330,2.7,272.999998,45,-4.8,408.333
41119871430,2.1,282.000012,47,-5.1,297.222
41119871530,3.1,0,47,-5.3,155.556
41119871630,2.3,274.000003,48,-6.2,16.667
41119871730,1.9,273.99999,48,-6.5,0
41119871830,2.1,279.999997,50,-6.3,0
41119871930,2.7,272.999998,49,-6.9,0
41119872030,2.3,272.000004,49,-5.7,0
41119872130,3.6,0,49,-5.6,0
41119872230,2.8,2.000009,49,-6,0
41119872330,5.6,10.999997,49,-6.1,0
51119870030,9.1,18.000003,49,-4.6,0
51119870130,8.6,23.999999,49,-4.9,0
51119870230,7,17.000001,50,-5.5,0
51119870330,7.7,20,53,-5.2,0
51119870430,8.6,32.000001,56,-4.6,0
51119870530,8.1,39,59,-3.5,0
51119870630,6.9,18.999998,72,-3.2,0
51119870730,5.3,12.000001,64,-2.5,83.333
51119870830,6.8,22.000002,66,-1.3,241.667
51119870930,5.7,29.000003,65,-0.8,366.667
51119871030,5.1,31,62,-0.1,450
51119871130,1.8,3.000009,58,-0.8,483.333
51119871230,1.7,279.000015,54,-0.7,452.778
51119871330,1.6,291.000005,40,-1.5,408.333
51119871430,2.2,282.000006,49,-2.3,305.556
51119871530,2.3,6.999988,48,-2.3,161.111
51119871630,2.5,4.999991,50,-2.6,19.444
51119871730,3.3,3.000006,51,-3.3,0
51119871830,3.7,271.999998,56,-3.1,0
51119871930,3.6,271.999997,53,-3.1,0
51119872030,3.7,277.000006,54,-2.7,0
51119872130,3.5,280.999993,54,-2.9,0
51119872230,3.2,287.999993,54,-2.3,0
51119872330,2.9,282.000002,54,-3,0
61119870030,3.4,283.000008,54,-2.8,0
61119870130,3.1,5.999995,54,-2.8,0
61119870230,3,10.999999,53,-2.6,0
61119870330,2.2,6.00001,51,-2.7,0
61119870430,2.5,1,47,-3.1,0
61119870530,2.4,5.999991,44,-3.2,0
61119870630,1.1,281.000004,31,-3,0
61119870730,0.9,330.999989,39,-2,66.667
61119870830,0.799999,315,37,-1.9,227.778
61119870930,0.3,23.999973,37,-1.1,358.333
61119871030,0.4,260.000036,37,-1.8,433.333
61119871130,0.4,264.000059,36,-1.4,455.556
61119871230,1.8,283.000004,36,-2.2,458.333
61119871330,0.8,290.999985,34,-2.2,388.889
61119871430,0.9,35.000005,35,-2.6,263.889
61119871530,2.6,27.999996,33,-1.6,150
61119871630,4.3,278.999997,31,-1.8,22.222
61119871730,3.6,272.999993,30,-1.8,0
61119871830,3.2,272.999998,23,-1.8,0
61119871930,3.9,278,27,-1.4,0
61119872030,4.6,285.000004,26,-1.6,0
61119872130,5.7,292.999995,26,-1,0
61119872230,7.4,297.000003,26,-1.7,0
61119872330,9.7,300.000001,26,-2,0
71119870030,9.1,297.000004,26,-1.8,0
71119870130,7.2,292.999999,26,-0.9,0
71119870230,6.1,289.000003,25,-1.9,0
71119870330,6.4,290,24,-2,0
71119870430,7,291.999999,22,-2.3,0
71119870530,3.9,270.999994,20,-2.2,0
71119870630,2.5,38.999999,14,-3.1,0
71119870730,0.299999,292.999975,18,-2.3,69.444
71119870830,0.9,8.000016,17,-1.4,233.333
71119870930,1.4,277.999988,17,-0.4,358.333
71119871030,0.8,283.000012,17,-0.2,441.667
71119871130,1.6,296.000013,18,0.6,483.333
71119871230,2.5,302,18,-0.4,469.444
71119871330,1.5,296.000011,19,-1.6,400
71119871430,2.099999,295.999996,19,-1.9,286.111
71119871530,1.5,284.000002,20,-3,141.667
71119871630,1.2,285.000007,22,-3.9,11.111
71119871730,0.800001,14.000026,23,-3.8,0
71119871830,1.8,283.99999,28,-3.6,0
71119871930,2.7,299.000003,25,-3.6,0
71119872030,2.100001,316,26,-3.4,0
71119872130,3.1,302.000005,26,-3.3,0
71119872230,2,297.999999,26,-3.6,0
71119872330,3.799999,319,26,-3.7,0
81119870030,4,345.000001,26,-3.7,0
81119870130,5.6,264.000004,26,-3.9,0
81119870230,6,269.000004,26,-3.9,0
81119870330,6.1,348.000002,27,-4,0
81119870430,5.5,325.000002,28,-3.5,0
81119870530,3.5,303.000005,28,-3.8,0
81119870630,2.9,310.999994,31,-3.5,0
81119870730,4.9,342.000003,29,-2.2,69.444
81119870830,7.3,331.000002,29,-1.1,225
81119870930,6.400001,316.999999,29,-1.3,352.778
81119871030,4.8,348,30,-1.1,447.222
81119871130,4.7,242.000006,30,-0.3,497.222
81119871230,4.5,254.999996,31,-1.3,369.444
81119871330,3.9,245.999997,33,-1.1,322.222
81119871430,3.5,242.00001,32,-1.1,305.556
81119871530,3,255.999993,32,-2.4,116.667
81119871630,4.1,267.999999,31,-2.6,16.667
81119871730,5.7,351.000005,31,-2.8,0
81119871830,5.2,345,29,-2.7,0
81119871930,4.3,353.000002,30,-2.9,0
81119872030,3.6,262.999994,30,-3,0
81119872130,3.8,244.000002,30,-2.7,0
81119872230,4,237,30,-2.8,0
81119872330,3.2,220.999997,30,-3.1,0
91119870030,4.6,215.000007,30,-2,0
91119870130,5.1,215.000004,30,-2.7,0
91119870230,4,219.000003,30,-3.4,0
91119870330,3.8,218.000003,30,-3.5,0
91119870430,3.5,218.999994,31,-4,0
91119870530,2.4,214.000003,31,-4.6,0
91119870630,3.2,216.999995,32,-4.6,0
91119870730,3,227.999991,31,-4.6,27.778
91119870830,1.4,223.000014,31,-5.2,94.444
91119870930,1.7,201.999988,33,-5.4,202.778
91119871030,2.4,235.00001,38,-5.8,311.111
91119871130,2.800001,234,45,-5.3,247.222
91119871230,4.2,241.000006,51,-6.1,336.111
91119871330,6.2,245.000001,75,-5.1,163.889
91119871430,9.3,245.999999,62,-4.9,119.444
91119871530,9.1,239.999999,68,-5.4,77.778
91119871630,8.1,241.000001,73,-4.4,16.667
91119871730,7.3,249,77,-4.6,0
91119871830,6.4,260.000004,92,-3.3,0
91119871930,6.7,254.999997,83,-4,0
91119872030,5.3,266.000003,85,-3.6,0
91119872130,5.4,249.999997,85,-3,0
91119872230,5.1,246,85,-3,0
